,mcc,tp,tn,fp,fn,auroc,auprc,f1,acc,eval_loss
0,0.8222844050203028,102.2,428.4,14.6,18.8,0.9505550062496502,0.8757540695725472,0.8595458368376787,0.9407801418439716,0.3483016495993878
0,0.8276512784422266,103.8,427.6,15.4,17.2,0.9389735649124116,0.8796173320227251,0.8642797668609492,0.9421985815602838,0.3398198458977276
0,0.7999497362094157,101.0,425.2,17.8,20.0,0.9489356938977297,0.8735553916494169,0.8423686405337781,0.9329787234042554,0.3670436019310727
0,0.776523628708808,103.0,417.4,25.6,18.0,0.9526742906180624,0.8646946323889025,0.8253205128205129,0.922695035460993,0.30650477193088993
0,0.7889805558164646,98.8,425.6,17.4,22.2,0.9379773520138798,0.8650638203280769,0.8330522765598651,0.9297872340425531,0.3769589032072367
0,0.7893853645937882,103.8,419.0,24.0,17.2,0.9300524224390425,0.8395542114880333,0.8344051446945338,0.926950354609929,0.4299347825354845
0,0.7829595858381959,102.0,420.2,22.8,19.0,0.9431263175568532,0.8621880871215314,0.8299430431244914,0.9258865248226951,0.40318426812171104
