,mcc,tp,tn,fp,fn,auroc,auprc,f1,acc,eval_loss
0,0.8404827503275641,127.0,438.0,17.0,18.0,0.9608184918529745,0.9000526546930264,0.8788927335640139,0.9416666666666667,0.35246441427826586
0,0.8412304920861793,128.0,437.0,18.0,17.0,0.969973474801061,0.9252367863112452,0.8797250859106529,0.9416666666666667,0.35767537747482203
0,0.8552058897025939,130.0,438.0,17.0,15.0,0.9701553618794997,0.9360094814600952,0.8904109589041096,0.9466666666666667,0.2695685645326433
0,0.8495848107220527,139.0,425.0,30.0,6.0,0.9715649867374005,0.9151448913876274,0.8853503184713376,0.94,0.23203151771112493
0,0.8359098175374288,131.0,432.0,23.0,14.0,0.9588632057597574,0.9122921612292234,0.8762541806020067,0.9383333333333334,0.30726843043904456
0,0.8348894277000711,125.0,439.0,16.0,20.0,0.9639408866995075,0.9326364205318103,0.8741258741258742,0.94,0.3923614771675171
